date,botten_ada,betsson,kambi
2026-06-14,0.0,,0.0505
2026-06-15,0.0,,0.0505
2026-06-16,0.0,,0.0505
2026-06-17,0.0,,0.05
2026-06-18,0.0,,0.05
2026-06-19,0.0,,0.05
2026-06-20,0.0,,0.05
2026-06-21,0.0,,0.05
2026-06-22,0.0,,0.05
2026-06-23,0.0,,0.05
2026-06-24,0.0,,0.05
